"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos-Exp1-Blatt_K-1_1-B,1_01_8080"	"pos-Exp1-Blatt_K-2_1-B,2_01_8082"	"pos-Exp1-Blatt_K-3_1-B,3_01_8084"	"pos-Exp1-Blatt_K-4_1-B,4_01_8086"	"pos-Exp1-Blatt_K-5_1-B,5_01_8088"	"pos-Exp2-Blatt_K-1_1-D,1_01_8091"	"pos-Exp2-Blatt_K-2_1-D,2_01_8093"	"pos-Exp2-Blatt_K-3_1-D,3_01_8095"	"pos-Exp1-Blatt_P-1_1-C,1_01_8081"	"pos-Exp1-Blatt_P-2_1-C,2_01_8083"	"pos-Exp1-Blatt_P-3_1-C,3_01_8085"	"pos-Exp1-Blatt_P-4_1-C,4_01_8087"	"pos-Exp1-Blatt_P-5_1-C,5_01_8089"	"pos-Exp2-Blatt_P-1_1-E,1_01_8092"	"pos-Exp2-Blatt_P-2_1-E,2_01_8094"	"pos-Exp2-Blatt_P-3_1-E,3_01_8096"	"pos-Exp2-Blatt_P-4_1-E,4_01_8099"	"pos-Exp2-Blatt_P-5_1-E,5_01_8100"
""	""	""	""	""	"208.9726"	""	""	""	"  24.271727"	""	""	""	""	""	""	""	""	""	""	""	" 30306.1810"	" 30920.6043"	" 25417.8505"	" 25630.6199"	" 25460.11999"	" 25876.5132"	" 26585.25120"	" 24738.2938"	"1.634570e+04"	"1.265227e+04"	" 13045.39246"	" 13849.09597"	" 13837.53048"	" 14078.57550"	" 13726.29400"	" 15677.6483"	" 13373.19498"	" 13410.05750"
""	""	""	""	""	"209.0443"	""	""	""	"  65.906815"	""	""	""	""	""	""	""	""	""	""	""	"  3318.5057"	"  3275.4343"	"  3317.3577"	"  3357.5828"	"  1462.76544"	"  2878.9580"	"  3177.20640"	"  2817.4103"	"6.150549e+03"	"6.421811e+03"	"  5703.06563"	"  5710.22888"	"  5755.57031"	"  3859.47040"	"  4689.53859"	"  5187.5744"	"  4317.53731"	"  5322.25440"
""	""	""	""	""	"209.0707"	""	""	""	" 284.401817"	""	""	""	""	""	""	""	""	""	""	""	" 15528.7464"	" 12181.4040"	" 11372.8209"	" 11043.1608"	" 10257.99316"	" 10995.8676"	" 11614.05680"	"  9529.2515"	"1.638903e+04"	"1.582732e+04"	" 14896.90800"	" 13954.49300"	" 14227.50521"	" 13364.41075"	" 13917.65431"	" 13381.7477"	" 13676.23724"	" 13740.16525"
""	""	""	""	""	"209.0753"	""	""	""	" 427.377184"	""	""	""	""	""	""	""	""	""	""	""	"  6561.4731"	"  6903.3346"	"  4717.0023"	"  8336.4401"	"  5841.44013"	"  4218.7019"	"  3407.33592"	"  4227.7486"	"6.888519e+03"	"5.269044e+03"	"  1885.80934"	"  5910.90873"	"  3877.09763"	"  3122.59445"	"  3598.44114"	"  6164.9280"	"  2751.43648"	"  2499.86915"
""	""	""	""	""	"209.0688"	""	""	""	" 485.926014"	""	""	""	""	""	""	""	""	""	""	""	"  1602.0673"	"  1060.1150"	"  1149.8207"	"  1342.1827"	"   763.46400"	"   738.3630"	"  1314.12772"	"  1698.3844"	"3.484916e+03"	"3.172128e+03"	"  5864.95274"	"  1481.95781"	"  1159.96269"	"  1515.55185"	"  1386.58286"	"  1280.2521"	"  1620.35891"	"  2565.63164"
""	""	""	""	""	"209.1010"	""	""	""	"  38.886215"	""	""	""	""	""	""	""	""	""	""	""	"   937.2030"	"   712.0426"	"   526.8597"	"   859.9095"	"   665.70407"	"  1134.1890"	"  1940.17883"	"  1134.7918"	"5.839550e+02"	"2.565884e+02"	"   388.25453"	"   709.63437"	"   563.78400"	"   250.25250"	"   428.37610"	"   451.0576"	"   527.12948"	"   392.67810"
""	""	""	""	""	"209.1532"	""	""	""	" 229.059628"	""	""	""	""	""	""	""	""	""	""	""	" 19446.6731"	" 20471.6976"	" 14178.0632"	" 11433.1810"	" 14539.95600"	" 14198.4853"	" 16488.61109"	" 17462.3940"	"1.777818e+04"	"1.880253e+04"	" 13829.95910"	" 11814.90060"	" 11779.01903"	" 14363.48160"	" 14320.69982"	" 16423.1807"	" 19411.49906"	" 18190.54080"
""	""	""	""	""	"209.1532"	""	""	""	" 298.041384"	""	""	""	""	""	""	""	""	""	""	""	"  8000.5945"	"  8692.2816"	"  4848.8796"	"  5056.3752"	"  6664.53335"	"  5650.4269"	"  6725.92873"	"  7105.8028"	"5.409324e+03"	"4.152734e+03"	"  4617.69389"	"  4414.82287"	"  4144.88617"	"  5162.83140"	"  4331.39437"	"  4189.0152"	"  6010.93831"	"  5158.83683"
""	""	""	""	""	"209.5449"	""	""	""	" 235.088015"	""	""	""	""	""	""	""	""	""	""	""	"  3406.3223"	"  3842.7840"	"  2990.3904"	"  2952.6936"	"  2677.24407"	"  1475.2073"	"  1553.57520"	"  1302.6347"	"3.179065e+03"	"3.065784e+03"	"  2131.91803"	"  3067.50171"	"  2359.77616"	"  1398.49479"	"  1055.84400"	"  1589.3880"	"  1426.06284"	"  1813.47833"
""	""	""	""	""	"210.0663"	""	""	""	" 243.984725"	""	""	""	""	""	""	""	""	""	""	""	"  9911.2854"	"  2467.3781"	"  1261.0232"	"  1885.6580"	"  2602.08000"	"  1848.8687"	"  2282.06336"	"  1348.3807"	"6.131284e+03"	"8.635460e+03"	"  8115.80918"	"  2279.13900"	"  6774.43433"	"  2268.41836"	"  2248.70621"	"  2525.6856"	"  2591.05112"	"  6307.70880"
""	""	""	""	""	"210.0757"	""	""	""	"  69.534034"	""	""	""	""	""	""	""	""	""	""	""	" 15858.3620"	" 16040.6153"	" 13453.6994"	" 13922.5106"	" 13577.84638"	" 12225.1255"	" 13894.50776"	" 13392.1239"	"1.630125e+04"	"1.629130e+04"	" 15484.11637"	" 17229.37414"	" 14469.38534"	" 10736.93010"	" 12270.12344"	" 12220.5992"	" 13718.06938"	" 12585.43440"
""	""	""	""	""	"210.0920"	""	""	""	" 268.054265"	""	""	""	""	""	""	""	""	""	""	""	"  5252.2868"	"  4812.2300"	"  5577.6634"	"  3607.8099"	"  4642.08987"	"  5128.1072"	"  4575.67465"	"  4984.2029"	"7.350265e+03"	"9.177989e+03"	"  9139.58557"	"  6181.09698"	"  5444.58394"	"  4646.44017"	"  4221.33279"	"  4149.6278"	"  5579.86969"	"  6113.62722"
""	""	""	""	""	"210.5339"	""	""	""	" 287.195624"	""	""	""	""	""	""	""	""	""	""	""	"  7400.2488"	"  7960.7639"	"  7097.2143"	"  6831.2172"	"  6505.53360"	"  7197.4200"	"  6478.51200"	"  6293.0505"	"7.522915e+03"	"5.513200e+03"	"  6981.91440"	"  7182.25131"	"  7249.80943"	"  7495.19361"	"  7416.92880"	"  6148.3706"	"  7906.07100"	"  5579.17586"
""	""	""	""	""	"210.5627"	""	""	""	" 219.082056"	""	""	""	""	""	""	""	""	""	""	""	"  4536.2991"	"  4456.5371"	"  2306.5104"	"  3087.0652"	"  2315.98033"	"  1604.4427"	"  1731.05040"	"  1166.9328"	"3.614890e+03"	"3.768839e+03"	"  2952.52091"	"  2959.80594"	"  2842.52818"	"  1144.71026"	"  1164.12977"	"  1373.6782"	"  1434.60286"	"  1077.20259"
""	""	""	""	""	"210.9715"	""	""	""	"  23.847075"	""	""	""	""	""	""	""	""	""	""	""	"  3298.4232"	"  4326.7775"	"  2703.3514"	"  2876.0241"	"  3099.01285"	"  3120.7646"	"  2766.18544"	"   771.8843"	"2.041540e+03"	"1.580275e+03"	"  1206.74357"	"  1959.14989"	"  1969.55370"	"  1409.79360"	"  1602.05666"	"  2122.6686"	"  1392.25600"	"  1450.92273"
""	""	""	""	""	"211.0622"	""	""	""	"  38.081030"	""	""	""	""	""	""	""	""	""	""	""	"  3094.0576"	"  2596.9147"	"  1876.2387"	"  1518.1215"	"  2060.96223"	"  2352.0298"	"  2543.30402"	"  1576.8917"	"2.527728e+03"	"2.181875e+03"	"  2019.95127"	"  1703.85647"	"  1816.32626"	"  1412.95770"	"  1276.08557"	"  1590.7738"	"  1286.61867"	"  1093.82521"
""	""	""	""	""	"211.5603"	""	""	""	" 181.114143"	""	""	""	""	""	""	""	""	""	""	""	"  1370.8494"	"   742.4922"	"   386.9027"	"   588.5666"	"   427.97381"	"   695.1087"	"  1163.01675"	"   466.3728"	"6.086037e+03"	"5.644113e+03"	" 18961.49040"	"  4640.10078"	"  3686.32531"	"  2838.86107"	"  3932.43812"	"  4104.2629"	"  1167.71053"	"  5218.41175"
""	""	""	""	""	"212.0471"	""	""	""	" 532.629014"	""	""	""	""	""	""	""	""	""	""	""	"  2980.1812"	"  2268.1400"	"  1927.2072"	"  1829.9456"	"  1807.06017"	"  1788.2897"	"  1952.68518"	"  2075.3368"	"2.406771e+03"	"2.508543e+03"	"  2415.24064"	"  2364.03832"	"  2167.07087"	"  1612.88876"	"  1627.30080"	"  2257.9618"	"  2419.09315"	"  2674.55583"
""	""	""	""	""	"212.8455"	""	""	""	"  23.546298"	""	""	""	""	""	""	""	""	""	""	""	"  9802.9986"	" 13288.6058"	" 12116.9983"	" 10134.3980"	"  9504.77426"	" 12684.6726"	" 12810.91090"	" 13206.2855"	"1.090027e+04"	"5.906562e+03"	"  7630.23879"	"  4057.09353"	"  9263.38840"	" 11263.36424"	" 10403.91201"	"  8064.3545"	" 13550.13565"	"  8471.23350"
""	""	""	""	""	"213.0367"	""	""	""	" 115.571011"	""	""	""	""	""	""	""	""	""	""	""	" 17846.2656"	" 14112.0919"	" 11101.8251"	" 11119.4435"	" 10473.56473"	" 11077.5216"	" 13066.50938"	"  9853.2096"	"2.651353e+04"	"2.847124e+04"	" 20425.66866"	" 19751.12160"	" 21023.91019"	" 17098.70833"	" 20796.99926"	" 20422.6338"	" 19592.28387"	" 19704.02793"
""	""	""	""	""	"213.0444"	""	""	""	" 227.361868"	""	""	""	""	""	""	""	""	""	""	""	"  3919.7239"	"  3825.5162"	"  6368.8083"	"  5005.8640"	"  2537.59837"	"  5058.8987"	"  4639.30133"	"  2597.3838"	"6.500092e+03"	"5.388974e+03"	"  7771.87920"	"  5558.99613"	"  7142.54271"	"  6990.58247"	"  4694.48167"	"  5016.9429"	"  4037.54629"	"  3514.51100"
""	""	""	""	""	"213.0393"	""	""	""	" 466.894422"	""	""	""	""	""	""	""	""	""	""	""	"  1521.3528"	"  2277.6389"	"  1038.1632"	"  2102.6808"	"  1356.52849"	"   945.6653"	"   641.51280"	"  1139.8136"	"1.375766e+03"	"1.036903e+03"	"   648.90757"	"  1267.77913"	"  1157.45663"	"   653.57837"	"   788.03779"	"  1530.6879"	"   785.36166"	"   637.12143"
""	""	""	""	""	"213.0782"	""	""	""	" 279.185959"	""	""	""	""	""	""	""	""	""	""	""	"  9321.7163"	" 11676.5279"	"  8066.1066"	"  6992.4464"	"  9493.00980"	"  9638.8777"	" 10329.03000"	" 11283.8648"	"5.037481e+03"	"5.508837e+03"	"  3800.99217"	"  3552.12957"	"  4314.40229"	"  7113.82045"	"  6422.80080"	"  5185.7014"	"  7224.49911"	"  6061.54005"
""	""	""	""	""	"213.0749"	""	""	""	"  23.680637"	""	""	""	""	""	""	""	""	""	""	""	" 36906.2383"	" 42717.4603"	" 37977.9773"	" 35023.3296"	" 40349.94663"	" 36892.6088"	" 39124.69473"	" 40319.5139"	"1.609644e+04"	"1.051281e+04"	" 15497.40459"	" 17039.28287"	" 15488.30850"	" 25199.67807"	" 22760.94020"	" 19779.5682"	" 22507.72494"	" 15833.36103"
""	""	""	""	""	"213.0783"	""	""	""	" 258.978380"	""	""	""	""	""	""	""	""	""	""	""	" 13315.1345"	" 12327.8457"	"  9615.0802"	" 11545.2288"	" 10094.16157"	" 11020.3104"	" 13337.76569"	" 11336.0244"	"1.177344e+04"	"1.281792e+04"	" 12318.19800"	" 13521.74331"	" 12600.56698"	" 11134.82622"	" 10640.80008"	"  9507.8949"	" 11926.91500"	"  8421.31371"
""	""	""	""	""	"213.1482"	""	""	""	" 598.349912"	""	""	""	""	""	""	""	""	""	""	""	" 15080.1909"	" 10644.8353"	"  7038.6893"	"  8125.3788"	"  7640.35600"	" 10459.5737"	" 10423.66560"	"  8561.3586"	"1.623097e+04"	"1.717726e+04"	" 10685.20800"	"  9167.11125"	"  8794.94394"	" 12049.18788"	" 11832.19138"	"  9646.3776"	"  8215.88239"	"  9935.75172"
""	""	""	""	""	"213.5801"	""	""	""	" 279.359066"	""	""	""	""	""	""	""	""	""	""	""	"  2025.2856"	"  2589.9207"	"  1316.1766"	"  1407.4584"	"  2084.70768"	"  2098.5013"	"  2018.59565"	"  2658.4236"	"7.243759e+02"	"1.278016e+03"	"   771.28320"	"   764.01270"	"   967.93937"	"   615.66737"	"   978.32216"	"   894.7152"	"  1184.57045"	"  1068.52080"
""	""	""	""	""	"213.8473"	""	""	""	"  25.064199"	""	""	""	""	""	""	""	""	""	""	""	"   694.1082"	"   800.1213"	"  1343.6757"	"  1012.9288"	"   740.36021"	"   857.8967"	"   774.92820"	"   747.5450"	"2.301767e+03"	"2.640226e+03"	"  2304.54301"	"  2208.53967"	"  2171.73436"	"  1649.31433"	"  2331.75915"	"  1589.0559"	"  2117.08343"	"  2299.09601"
""	""	""	""	""	"214.0022"	""	""	""	" 284.720174"	""	""	""	""	""	""	""	""	""	""	""	" 23942.7210"	" 22597.2147"	" 21343.6319"	" 23439.8312"	" 22445.27520"	" 21721.9168"	" 22192.89922"	" 22473.6631"	"2.374416e+04"	"2.419994e+04"	" 23055.15435"	" 24111.63889"	" 22638.80638"	" 23666.58480"	" 24031.16924"	" 23297.6444"	" 23433.28121"	" 22271.66164"
""	""	""	""	""	"214.0328"	""	""	""	" 322.209690"	""	""	""	""	""	""	""	""	""	""	""	"  3310.9800"	"  3884.4223"	"  5502.6532"	"  1592.7363"	"  2349.79955"	"  3048.8032"	"  2827.07950"	"  5177.4924"	"7.698154e+03"	"7.457853e+03"	"  8227.59259"	"  7186.35847"	"  7261.47120"	"  5369.52019"	"  6155.92636"	"  7378.5038"	"  7969.68857"	"  8542.52632"
""	""	""	""	""	"214.0457"	""	""	""	" 376.842760"	""	""	""	""	""	""	""	""	""	""	""	"  2247.6469"	"  2334.0167"	"  2266.5330"	"  2265.3292"	"   840.28808"	"  2521.0758"	"  2040.33090"	"  1580.3558"	"1.776754e+03"	"1.982421e+03"	"  2059.51857"	"  1632.11097"	"  2033.32404"	"  1807.43622"	"  2112.41143"	"  1857.0112"	"  2266.47840"	"  2791.89840"
""	""	""	""	""	"214.0739"	""	""	""	"  23.061578"	""	""	""	""	""	""	""	""	""	""	""	"  1520.3665"	"  1798.2455"	"  4160.7678"	"  1764.5220"	"   898.23964"	"  1554.3896"	"  1511.76683"	"  1522.6350"	"6.796781e+02"	"6.093091e+02"	"   616.19111"	"  1166.67788"	"   687.34865"	"  1086.03579"	"  1223.72733"	"  1079.3475"	"  1172.74582"	"   586.95648"
""	""	""	""	""	"214.0675"	""	""	""	" 330.244077"	""	""	""	""	""	""	""	""	""	""	""	"  5275.0214"	"  4792.8332"	"  3262.2992"	"  3612.2120"	"  4646.30833"	"  4031.2539"	"  5128.91842"	"  4608.9564"	"1.323574e+03"	"1.344663e+03"	"  1327.52005"	"  1756.36836"	"  1110.02979"	"  1700.95878"	"  1447.11233"	"  1120.6744"	"  2001.88813"	"  1064.08326"
""	""	""	""	""	"214.0862"	""	""	""	" 229.950364"	""	""	""	""	""	""	""	""	""	""	""	" 15155.2892"	" 18104.8056"	" 12380.8647"	" 12086.9952"	" 12948.68400"	" 13243.3525"	" 13246.05048"	" 16228.5454"	"1.489836e+04"	"1.572290e+04"	"  8635.67807"	"  8977.01332"	"  7812.46118"	" 15108.95334"	" 14166.99120"	" 12646.8637"	" 16087.85032"	" 15580.05387"
""	""	""	""	""	"214.0861"	""	""	""	" 298.038906"	""	""	""	""	""	""	""	""	""	""	""	" 11351.7059"	" 12075.7692"	"  8296.7789"	"  8308.6416"	" 10662.54086"	" 10330.5912"	" 10718.90160"	" 11321.5569"	"7.448959e+03"	"8.705707e+03"	"  6926.94822"	"  6261.63678"	"  6685.82496"	"  7861.47404"	"  7573.55807"	"  7250.1710"	"  9394.09298"	"  9021.47851"
""	""	""	""	""	"214.1225"	""	""	""	" 139.672431"	""	""	""	""	""	""	""	""	""	""	""	"   788.2968"	"  1005.4704"	"   924.7392"	"   386.4825"	"   419.46090"	"   890.6452"	"   770.06922"	"   416.2888"	"1.191166e+03"	"1.123312e+03"	"  1533.97293"	"  1163.93040"	"  1154.20541"	"   947.09040"	"   855.89386"	"   701.6239"	"   763.33920"	"   961.76457"
""	""	""	""	""	"214.5692"	""	""	""	" 330.444758"	""	""	""	""	""	""	""	""	""	""	""	"   913.6439"	"   853.3488"	"   772.5404"	"   744.9288"	"   865.55295"	"   606.8826"	"   628.08613"	"   663.7938"	"4.534530e+02"	"3.744114e+02"	"   469.08600"	"   447.11333"	"   358.69167"	"   442.06417"	"   344.01033"	"   406.0723"	"   446.97933"	"   257.53920"
""	""	""	""	""	"214.5882"	""	""	""	" 298.141676"	""	""	""	""	""	""	""	""	""	""	""	"  2368.7375"	"  2642.6032"	"  1666.7974"	"  1967.5728"	"  2516.67840"	"  1844.3468"	"  2384.11998"	"  2458.3667"	"1.303302e+03"	"1.668187e+03"	"   584.97249"	"  1186.15114"	"  1272.92495"	"  1472.96441"	"  1551.71313"	"  1054.1760"	"  2451.77845"	"  1316.16210"
""	""	""	""	""	"214.8433"	""	""	""	"  23.626836"	""	""	""	""	""	""	""	""	""	""	""	"  2277.1551"	"  2991.4686"	"  2884.3481"	"  2916.2859"	"  2464.70081"	"  3012.2550"	"  3688.94880"	"  2904.7713"	"2.751416e+03"	"1.571152e+03"	"  1658.91861"	"  2228.89333"	"  1332.44478"	"  2594.07020"	"  3402.94752"	"  2120.5761"	"  2519.42745"	"  2050.68381"
""	""	""	""	""	"214.9176"	""	""	""	"  21.009837"	""	""	""	""	""	""	""	""	""	""	""	"  2216.9035"	"  2601.3769"	"  4061.5830"	"  2869.7887"	"  3264.13987"	"  2650.8956"	"  3494.40108"	"  3239.9232"	"2.457229e+03"	"2.804117e+03"	"  3983.30625"	"  2510.13565"	"  3258.29500"	"  2756.07706"	"  1552.67912"	"  1958.5656"	"  3002.63625"	"  2414.15387"
""	""	""	""	""	"215.0186"	""	""	""	"  28.297069"	""	""	""	""	""	""	""	""	""	""	""	" 10008.0818"	" 14159.0373"	" 11265.5555"	" 10294.7866"	" 11180.16900"	" 11642.0576"	" 11992.18463"	" 11876.0553"	"5.842893e+03"	"7.561743e+03"	"  8356.84659"	"  6771.66556"	"  7577.23633"	"  6816.37183"	"  8923.89581"	"  7743.7360"	"  9293.95133"	"  7262.10002"
""	""	""	""	""	"215.8444"	""	""	""	"  25.180774"	""	""	""	""	""	""	""	""	""	""	""	"   484.5309"	"   507.9951"	"   558.1981"	"   605.7329"	"   303.54480"	"   398.7129"	"   455.03040"	"   395.3427"	"1.265873e+03"	"8.808756e+02"	"  1182.79696"	"   915.13680"	"  1323.72944"	"  1068.93450"	"   935.08080"	"  1091.6963"	"   761.20229"	"   981.93835"
""	""	""	""	""	"215.9916"	""	""	""	" 262.676086"	""	""	""	""	""	""	""	""	""	""	""	"  2012.7480"	"  1753.3422"	"  2236.6235"	"  1739.7446"	"  1813.23246"	"  1507.8720"	"  1393.67181"	"  1567.2528"	"3.370570e+03"	"3.389673e+03"	"  3111.00057"	"  3027.51683"	"  3269.71556"	"  2111.02080"	"  3000.78386"	"  2681.6420"	"  3238.58880"	"  2866.74355"
""	""	""	""	""	"216.0573"	""	""	""	" 272.781061"	""	""	""	""	""	""	""	""	""	""	""	"  1989.9822"	"  2123.2422"	"   891.8860"	"  1327.5290"	"  1460.48408"	"   654.7309"	"   883.37280"	"   525.4200"	"2.015461e+03"	"1.661597e+03"	"  1449.85344"	"  1277.20124"	"  1255.40471"	"   916.06560"	"   361.95600"	"   631.7843"	"   640.35840"	"  1062.05504"
""	""	""	""	""	"216.0882"	""	""	""	" 189.292879"	""	""	""	""	""	""	""	""	""	""	""	"304447.8292"	"295927.2013"	"299556.1200"	"299475.1594"	"290994.30776"	"286138.4998"	"280216.62643"	"293149.9992"	"2.851556e+05"	"2.793318e+05"	"284287.26335"	"284009.69280"	"278257.47557"	"275379.13864"	"275843.77101"	"278446.7831"	"296149.06320"	"288804.20152"
""	""	""	""	""	"216.5410"	""	""	""	"  83.797147"	""	""	""	""	""	""	""	""	""	""	""	"  4234.6156"	"  4164.6624"	"  5214.1991"	"  3911.8127"	"  4531.20986"	"  4164.9040"	"  2876.78497"	"  3798.9041"	"2.012842e+03"	"2.130135e+03"	"  1763.30729"	"   873.85554"	"  1547.57040"	"  2758.69845"	"  2253.93236"	"  2178.1968"	"  3350.81758"	"  4052.78105"
""	""	""	""	""	"216.6128"	""	""	""	" 561.654775"	""	""	""	""	""	""	""	""	""	""	""	"  2159.5315"	"   917.1634"	"  1737.1388"	"  1654.3224"	"   827.55120"	"   694.2216"	"  1060.78689"	"   663.8071"	"1.261106e+03"	"2.093340e+03"	"  1212.40151"	"  1870.01169"	"  1846.63414"	"   682.54560"	"   607.87993"	"   694.9409"	"  1150.78349"	"   520.74960"
""	""	""	""	""	"216.9507"	""	""	""	"  20.891900"	""	""	""	""	""	""	""	""	""	""	""	"  4187.5436"	"  3732.1381"	"  5155.0706"	"  4975.3534"	"  4529.84114"	"  3799.2096"	"  4312.12070"	"  3745.6219"	"4.241295e+03"	"4.700913e+03"	"  5074.06133"	"  4583.43063"	"  4814.10286"	"  3909.94134"	"  2913.55216"	"  3370.5428"	"  4478.84439"	"  4599.82067"
""	""	""	""	""	"217.0140"	""	""	""	" 130.441053"	""	""	""	""	""	""	""	""	""	""	""	" 18180.7210"	" 14998.3206"	" 10476.7080"	"  9317.2930"	" 10532.48782"	" 11712.1165"	" 14501.43255"	" 10999.3002"	"1.317135e+04"	"1.240587e+04"	" 10311.57600"	" 13091.05136"	" 11216.17505"	" 11703.52992"	" 12730.97017"	" 13354.0742"	" 12888.89952"	" 10244.07609"
""	""	""	""	""	"217.0905"	""	""	""	" 189.292879"	""	""	""	""	""	""	""	""	""	""	""	" 38696.1743"	" 38231.3087"	" 39308.7552"	" 37677.2817"	" 37971.97775"	" 36637.7422"	" 36442.73967"	" 37775.5296"	"3.628215e+04"	"3.658844e+04"	" 36231.96240"	" 36134.81544"	" 35369.27280"	" 35583.90376"	" 35703.14128"	" 35147.0952"	" 38102.12400"	" 36589.84821"
""	""	""	""	""	"218.0441"	""	""	""	" 183.752316"	""	""	""	""	""	""	""	""	""	""	""	"  1259.2208"	"   744.8067"	"   874.5562"	"   920.6325"	"   626.10095"	"  1015.1333"	"   308.58000"	"   516.5915"	"1.505537e+03"	"1.538765e+03"	"  1146.91680"	"  1339.25344"	"  1140.91200"	"  1330.02855"	"  1012.50600"	"  1265.6784"	"  1485.81767"	"  1533.22560"
""	""	""	""	""	"218.1022"	""	""	""	" 216.958632"	""	""	""	""	""	""	""	""	""	""	""	" 10743.4819"	"  7860.8452"	"  5276.0382"	"  6370.5231"	"  4415.11126"	"  5795.2992"	"  6781.20529"	"  5355.7847"	"7.529976e+03"	"5.308705e+03"	"  4587.97560"	"  5218.17120"	"  5270.94194"	"  4830.61617"	"  4856.54880"	"  4959.7396"	"  4035.94121"	"  4079.55441"
""	""	""	""	""	"218.0925"	""	""	""	" 189.401433"	""	""	""	""	""	""	""	""	""	""	""	"  2864.8219"	"  2833.8411"	"  3029.3011"	"  2472.4269"	"  2379.90240"	"  2016.9456"	"  2889.13720"	"  2437.3960"	"2.948781e+03"	"2.818828e+03"	"  2682.14400"	"  2627.77500"	"  1964.80205"	"  2872.62960"	"  2069.25000"	"  1813.5855"	"  2730.96963"	"  2799.44577"
""	""	""	""	""	"218.0812"	""	""	""	" 427.231250"	""	""	""	""	""	""	""	""	""	""	""	" 11877.8280"	" 13943.1818"	" 11048.4984"	" 14152.5240"	" 10172.38748"	"  7252.6739"	"  6035.97041"	"  6817.3397"	"9.225849e+03"	"9.205995e+03"	"  7187.74560"	"  8633.52933"	"  7968.25357"	"  3478.63295"	"  6051.01104"	"  9491.0287"	"  4955.84236"	"  3637.24080"
""	""	""	""	""	"218.1025"	""	""	""	" 338.767142"	""	""	""	""	""	""	""	""	""	""	""	"  2251.1328"	"  1492.3146"	"  1385.7523"	"  1368.6412"	"  1148.32114"	"  1183.0469"	"  2062.34050"	"  1424.2548"	"1.310643e+03"	"1.548110e+03"	"  1769.74800"	"  1541.35800"	"  1560.55124"	"  1930.15368"	"  2060.84841"	"  2086.8461"	"  2138.40863"	"  1751.58357"
""	""	""	""	""	"218.9819"	""	""	""	"  20.840835"	""	""	""	""	""	""	""	""	""	""	""	"  3803.9182"	"  3260.9400"	"  4022.6529"	"  3897.5796"	"  3202.75523"	"  3430.7286"	"  3354.15361"	"  2629.0689"	"4.018556e+03"	"4.164329e+03"	"  4491.15333"	"  3738.90736"	"  3912.66893"	"  3470.02468"	"  2996.31026"	"  3091.3461"	"  4208.10885"	"  4153.82268"
""	""	""	""	""	"219.0179"	""	""	""	" 220.744924"	""	""	""	""	""	""	""	""	""	""	""	"  5150.6764"	"  5447.0250"	"  4986.5593"	"  4261.0719"	"  4879.63249"	"  4718.9925"	"  5444.79709"	"  5274.5183"	"4.384848e+03"	"4.643045e+03"	"  4638.09887"	"  3419.53231"	"  4052.91989"	"  3244.88538"	"  3885.71873"	"  3220.9080"	"  3710.29920"	"  4236.38640"
""	""	""	""	""	"219.0266"	""	""	""	"  25.730900"	""	""	""	""	""	""	""	""	""	""	""	" 19673.6758"	" 13140.8805"	" 15279.6232"	" 14612.8451"	" 15079.52708"	" 13188.8722"	"  7482.45859"	" 11853.2748"	"3.352167e+04"	"5.682994e+04"	" 57434.36564"	" 34929.26028"	" 40837.88571"	" 30833.54295"	" 42590.78809"	" 35655.0776"	" 34387.64896"	" 36841.13865"
""	""	""	""	""	"219.1010"	""	""	""	" 276.645738"	""	""	""	""	""	""	""	""	""	""	""	"  3553.9637"	"  2081.4983"	"  1587.7214"	"  1689.6840"	"  1163.26320"	"  1616.5689"	"  2017.22465"	"  1887.8424"	"5.350074e+03"	"3.686280e+03"	"  3868.92930"	"  3068.42559"	"  2859.57000"	"  2823.84432"	"  3051.10560"	"  3356.3496"	"  2500.89768"	"  3643.55763"
""	""	""	""	""	"219.0986"	""	""	""	" 290.488345"	""	""	""	""	""	""	""	""	""	""	""	"  2583.0648"	"  2434.7063"	"  2039.4557"	"  2363.5920"	"  1625.09845"	"  1970.5752"	"  1535.89440"	"  2643.5971"	"4.191426e+03"	"3.709478e+03"	"  3124.24216"	"  2990.26092"	"  2733.51840"	"  2159.19310"	"  3647.58240"	"  2923.5390"	"  2621.76240"	"  2126.59136"
""	""	""	""	""	"219.5395"	""	""	""	" 287.070251"	""	""	""	""	""	""	""	""	""	""	""	" 11527.8816"	" 10586.9266"	" 10633.5000"	"  9937.4689"	" 10490.71920"	"  9969.2707"	"  9327.28218"	" 10066.7473"	"1.127316e+04"	"8.715300e+03"	" 10463.36400"	" 10960.21992"	" 10722.73909"	" 10782.52235"	"  8853.82138"	"  9781.9147"	" 12808.92306"	" 11864.93984"
