"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"20080809_NIH_EWY_POS_017801"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_017801.CDF"	"20080809_NIH_EWY_POS_017801.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_017901"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_017901.CDF"	"20080809_NIH_EWY_POS_017901.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_018001"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_018001.CDF"	"20080809_NIH_EWY_POS_018001.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_018101"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_018101.CDF"	"20080809_NIH_EWY_POS_018101.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_018201"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_018201.CDF"	"20080809_NIH_EWY_POS_018201.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_018301"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_018301.CDF"	"20080809_NIH_EWY_POS_018301.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_018401"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_018401.CDF"	"20080809_NIH_EWY_POS_018401.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_018501"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_018501.CDF"	"20080809_NIH_EWY_POS_018501.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_018601"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_018601.CDF"	"20080809_NIH_EWY_POS_018601.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_018801"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_018801.CDF"	"20080809_NIH_EWY_POS_018801.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_018901"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_018901.CDF"	"20080809_NIH_EWY_POS_018901.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_019001"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_019001.CDF"	"20080809_NIH_EWY_POS_019001.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_019101"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_019101.CDF"	"20080809_NIH_EWY_POS_019101.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_019201"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_019201.CDF"	"20080809_NIH_EWY_POS_019201.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_019301"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_019301.CDF"	"20080809_NIH_EWY_POS_019301.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_019401"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_019401.CDF"	"20080809_NIH_EWY_POS_019401.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_019501"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_019501.CDF"	"20080809_NIH_EWY_POS_019501.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_019601"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_019601.CDF"	"20080809_NIH_EWY_POS_019601.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_019801"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_019801.CDF"	"20080809_NIH_EWY_POS_019801.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_019901"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_019901.CDF"	"20080809_NIH_EWY_POS_019901.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_020801"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_020801.CDF"	"20080809_NIH_EWY_POS_020801.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_020901"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_020901.CDF"	"20080809_NIH_EWY_POS_020901.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_021001"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_021001.CDF"	"20080809_NIH_EWY_POS_021001.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_021101"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_021101.CDF"	"20080809_NIH_EWY_POS_021101.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_021201"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_021201.CDF"	"20080809_NIH_EWY_POS_021201.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_021401"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_021401.CDF"	"20080809_NIH_EWY_POS_021401.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_021501"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_021501.CDF"	"20080809_NIH_EWY_POS_021501.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_021701"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_021701.CDF"	"20080809_NIH_EWY_POS_021701.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_021801"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_021801.CDF"	"20080809_NIH_EWY_POS_021801.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_021901"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_021901.CDF"	"20080809_NIH_EWY_POS_021901.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_022001"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_022001.CDF"	"20080809_NIH_EWY_POS_022001.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_022101"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_022101.CDF"	"20080809_NIH_EWY_POS_022101.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_022301"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_022301.CDF"	"20080809_NIH_EWY_POS_022301.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_022401"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_022401.CDF"	"20080809_NIH_EWY_POS_022401.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_022501"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_022501.CDF"	"20080809_NIH_EWY_POS_022501.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_022601"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_022601.CDF"	"20080809_NIH_EWY_POS_022601.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_022701"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_022701.CDF"	"20080809_NIH_EWY_POS_022701.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_022801"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_022801.CDF"	"20080809_NIH_EWY_POS_022801.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_023001"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_023001.CDF"	"20080809_NIH_EWY_POS_023001.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_023101"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_023101.CDF"	"20080809_NIH_EWY_POS_023101.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_023301"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_023301.CDF"	"20080809_NIH_EWY_POS_023301.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_023401"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_023401.CDF"	"20080809_NIH_EWY_POS_023401.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_023501"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_023501.CDF"	"20080809_NIH_EWY_POS_023501.CDF"	"Data transformation"	""	""	""	""	""
